Date,Geography,Metric,Value
2024-09-01,Downtown,Housing_Permits,378.65
2024-10-01,Downtown,Housing_Permits,380.51
2024-11-01,Downtown,Housing_Permits,383.99
2024-12-01,Downtown,Housing_Permits,383.97
2025-01-01,Downtown,Housing_Permits,384.05
2025-02-01,Downtown,Housing_Permits,382.03
2025-03-01,Downtown,Housing_Permits,383.26
2025-04-01,Downtown,Housing_Permits,384.24
2025-05-01,Downtown,Housing_Permits,384.05
2025-06-01,Downtown,Housing_Permits,384.47
2025-07-01,Downtown,Housing_Permits,383.34
2025-08-01,Downtown,Housing_Permits,385.35
2018-01-01,Downtown,Community_Grant_Funding_USD,1511541.2
2018-02-01,Downtown,Community_Grant_Funding_USD,1525153.4
2018-03-01,Downtown,Community_Grant_Funding_USD,1525686.99
2018-04-01,Downtown,Community_Grant_Funding_USD,1523884.52
2018-05-01,Downtown,Community_Grant_Funding_USD,1523471.27
2018-06-01,Downtown,Community_Grant_Funding_USD,1519059.42
2018-07-01,Downtown,Community_Grant_Funding_USD,2427566.42
2018-08-01,Downtown,Community_Grant_Funding_USD,1521780.91
2018-09-01,Downtown,Community_Grant_Funding_USD,1527541.92
2018-10-01,Downtown,Community_Grant_Funding_USD,1527678.93
2018-11-01,Downtown,Community_Grant_Funding_USD,1534452.7
2018-12-01,Downtown,Community_Grant_Funding_USD,1538718.52
2019-01-01,Downtown,Community_Grant_Funding_USD,1540068.91
2019-02-01,Downtown,Community_Grant_Funding_USD,1547625.84
2019-03-01,Downtown,Community_Grant_Funding_USD,1552671.01
2019-04-01,Downtown,Community_Grant_Funding_USD,1565691.87
2019-05-01,Downtown,Community_Grant_Funding_USD,1565290.04
2019-06-01,Downtown,Community_Grant_Funding_USD,2648160.54
2019-07-01,Downtown,Community_Grant_Funding_USD,1574343.34
2019-08-01,Downtown,Community_Grant_Funding_USD,1569405.19
2019-09-01,Downtown,Community_Grant_Funding_USD,1575908.97
2019-10-01,Downtown,Community_Grant_Funding_USD,1578902.18
2019-11-01,Downtown,Community_Grant_Funding_USD,1576585.34
2019-12-01,Downtown,Community_Grant_Funding_USD,1572369.18
2020-01-01,Downtown,Community_Grant_Funding_USD,1570915.22
2020-02-01,Downtown,Community_Grant_Funding_USD,1563011.94
2020-03-01,Downtown,Community_Grant_Funding_USD,1562289.78
2020-04-01,Downtown,Community_Grant_Funding_USD,1566016.01
2020-05-01,Downtown,Community_Grant_Funding_USD,1565346.81
2020-06-01,Downtown,Community_Grant_Funding_USD,2101911.93
2020-07-01,Downtown,Community_Grant_Funding_USD,1580011.85
2020-08-01,Downtown,Community_Grant_Funding_USD,1586350.43
2020-09-01,Downtown,Community_Grant_Funding_USD,1588508.99
2020-10-01,Downtown,Community_Grant_Funding_USD,1580446.27
2020-11-01,Downtown,Community_Grant_Funding_USD,1578867.48
2020-12-01,Downtown,Community_Grant_Funding_USD,1579535.33
2021-01-01,Downtown,Community_Grant_Funding_USD,2631499.62
2021-02-01,Downtown,Community_Grant_Funding_USD,1577873.84
2021-03-01,Downtown,Community_Grant_Funding_USD,1585550.1
2021-04-01,Downtown,Community_Grant_Funding_USD,1580203.0
2021-05-01,Downtown,Community_Grant_Funding_USD,1588685.77
2021-06-01,Downtown,Community_Grant_Funding_USD,1593460.67
2021-07-01,Downtown,Community_Grant_Funding_USD,1595769.54
2021-08-01,Downtown,Community_Grant_Funding_USD,1594151.07
2021-09-01,Downtown,Community_Grant_Funding_USD,1591891.27
2021-10-01,Downtown,Community_Grant_Funding_USD,1586622.4
2021-11-01,Downtown,Community_Grant_Funding_USD,1594725.46
2021-12-01,Downtown,Community_Grant_Funding_USD,1602111.91
2022-01-01,Downtown,Community_Grant_Funding_USD,1597722.77
2022-02-01,Downtown,Community_Grant_Funding_USD,1596748.26
2022-03-01,Downtown,Community_Grant_Funding_USD,1599716.84
2022-04-01,Downtown,Community_Grant_Funding_USD,1599754.8
2022-05-01,Downtown,Community_Grant_Funding_USD,1593316.1
2022-06-01,Downtown,Community_Grant_Funding_USD,1591921.01
2022-07-01,Downtown,Community_Grant_Funding_USD,1600961.15
2022-08-01,Downtown,Community_Grant_Funding_USD,1599837.23
2022-09-01,Downtown,Community_Grant_Funding_USD,1600419.37
2022-10-01,Downtown,Community_Grant_Funding_USD,2233941.75
2022-11-01,Downtown,Community_Grant_Funding_USD,1600661.71
2022-12-01,Downtown,Community_Grant_Funding_USD,1602358.31
2023-01-01,Downtown,Community_Grant_Funding_USD,1600626.24
2023-02-01,Downtown,Community_Grant_Funding_USD,2116376.18
2023-03-01,Downtown,Community_Grant_Funding_USD,1603497.79
2023-04-01,Downtown,Community_Grant_Funding_USD,1598311.61
2023-05-01,Downtown,Community_Grant_Funding_USD,1601562.88
2023-06-01,Downtown,Community_Grant_Funding_USD,1594183.36
2023-07-01,Downtown,Community_Grant_Funding_USD,1598248.21
2023-08-01,Downtown,Community_Grant_Funding_USD,1603365.4
2023-09-01,Downtown,Community_Grant_Funding_USD,1608980.54
2023-10-01,Downtown,Community_Grant_Funding_USD,1609571.7
2023-11-01,Downtown,Community_Grant_Funding_USD,1617143.72
2023-12-01,Downtown,Community_Grant_Funding_USD,1627610.88
2024-01-01,Downtown,Community_Grant_Funding_USD,1627560.39
2024-02-01,Downtown,Community_Grant_Funding_USD,1626992.37
2024-03-01,Downtown,Community_Grant_Funding_USD,1628825.08
2024-04-01,Downtown,Community_Grant_Funding_USD,1628150.36
2024-05-01,Downtown,Community_Grant_Funding_USD,1626890.88
2024-06-01,Downtown,Community_Grant_Funding_USD,1625979.92
2024-07-01,Downtown,Community_Grant_Funding_USD,1634078.95
2024-08-01,Downtown,Community_Grant_Funding_USD,1638402.48
2024-09-01,Downtown,Community_Grant_Funding_USD,1637714.69
2024-10-01,Downtown,Community_Grant_Funding_USD,2711144.68
2024-11-01,Downtown,Community_Grant_Funding_USD,1624188.33
2024-12-01,Downtown,Community_Grant_Funding_USD,1627438.05
2025-01-01,Downtown,Community_Grant_Funding_USD,1620187.83
2025-02-01,Downtown,Community_Grant_Funding_USD,1622595.8
2025-03-01,Downtown,Community_Grant_Funding_USD,1619569.55
2025-04-01,Downtown,Community_Grant_Funding_USD,1621172.77
2025-05-01,Downtown,Community_Grant_Funding_USD,1622664.19
2025-06-01,Downtown,Community_Grant_Funding_USD,1624382.55
2025-07-01,Downtown,Community_Grant_Funding_USD,1624040.87
2025-08-01,Downtown,Community_Grant_Funding_USD,2615235.15
2018-01-01,Midtown,GDP_Growth_YoY_pct,2.22
2018-02-01,Midtown,GDP_Growth_YoY_pct,2.22
2018-03-01,Midtown,GDP_Growth_YoY_pct,2.23
2018-04-01,Midtown,GDP_Growth_YoY_pct,2.25
2018-05-01,Midtown,GDP_Growth_YoY_pct,2.28
2018-06-01,Midtown,GDP_Growth_YoY_pct,2.34
2018-07-01,Midtown,GDP_Growth_YoY_pct,2.32
2018-08-01,Midtown,GDP_Growth_YoY_pct,2.31
2018-09-01,Midtown,GDP_Growth_YoY_pct,2.27
2018-10-01,Midtown,GDP_Growth_YoY_pct,2.3
2018-11-01,Midtown,GDP_Growth_YoY_pct,2.3
2018-12-01,Midtown,GDP_Growth_YoY_pct,2.31
2019-01-01,Midtown,GDP_Growth_YoY_pct,2.29
2019-02-01,Midtown,GDP_Growth_YoY_pct,2.29
2019-03-01,Midtown,GDP_Growth_YoY_pct,2.33
2019-04-01,Midtown,GDP_Growth_YoY_pct,2.36
2019-05-01,Midtown,GDP_Growth_YoY_pct,2.36
2019-06-01,Midtown,GDP_Growth_YoY_pct,2.39
2019-07-01,Midtown,GDP_Growth_YoY_pct,2.42
2019-08-01,Midtown,GDP_Growth_YoY_pct,2.41
2019-09-01,Midtown,GDP_Growth_YoY_pct,2.37
2019-10-01,Midtown,GDP_Growth_YoY_pct,2.35
2019-11-01,Midtown,GDP_Growth_YoY_pct,2.31
2019-12-01,Midtown,GDP_Growth_YoY_pct,2.35
2020-01-01,Midtown,GDP_Growth_YoY_pct,2.4
2020-02-01,Midtown,GDP_Growth_YoY_pct,2.45
2020-03-01,Midtown,GDP_Growth_YoY_pct,2.4
2020-04-01,Midtown,GDP_Growth_YoY_pct,2.43
2020-05-01,Midtown,GDP_Growth_YoY_pct,2.51
2020-06-01,Midtown,GDP_Growth_YoY_pct,2.54
2020-07-01,Midtown,GDP_Growth_YoY_pct,2.48
2020-08-01,Midtown,GDP_Growth_YoY_pct,2.54
2020-09-01,Midtown,GDP_Growth_YoY_pct,2.55
2020-10-01,Midtown,GDP_Growth_YoY_pct,2.55
2020-11-01,Midtown,GDP_Growth_YoY_pct,2.57
2020-12-01,Midtown,GDP_Growth_YoY_pct,2.54
2021-01-01,Midtown,GDP_Growth_YoY_pct,2.54
2021-02-01,Midtown,GDP_Growth_YoY_pct,2.6
2021-03-01,Midtown,GDP_Growth_YoY_pct,2.62
2021-04-01,Midtown,GDP_Growth_YoY_pct,2.63
2021-05-01,Midtown,GDP_Growth_YoY_pct,2.64
2021-06-01,Midtown,GDP_Growth_YoY_pct,2.61
2021-07-01,Midtown,GDP_Growth_YoY_pct,2.61
2021-08-01,Midtown,GDP_Growth_YoY_pct,2.56
2021-09-01,Midtown,GDP_Growth_YoY_pct,2.6
2021-10-01,Midtown,GDP_Growth_YoY_pct,2.54
2021-11-01,Midtown,GDP_Growth_YoY_pct,2.57
2021-12-01,Midtown,GDP_Growth_YoY_pct,2.6
2022-01-01,Midtown,GDP_Growth_YoY_pct,2.65
2022-02-01,Midtown,GDP_Growth_YoY_pct,2.66
2022-03-01,Midtown,GDP_Growth_YoY_pct,2.69
2022-04-01,Midtown,GDP_Growth_YoY_pct,2.69
2022-05-01,Midtown,GDP_Growth_YoY_pct,2.66
2022-06-01,Midtown,GDP_Growth_YoY_pct,2.71
2022-07-01,Midtown,GDP_Growth_YoY_pct,2.71
2022-08-01,Midtown,GDP_Growth_YoY_pct,2.67
2022-09-01,Midtown,GDP_Growth_YoY_pct,2.67
2022-10-01,Midtown,GDP_Growth_YoY_pct,2.66
2022-11-01,Midtown,GDP_Growth_YoY_pct,2.68
2022-12-01,Midtown,GDP_Growth_YoY_pct,2.75
2023-01-01,Midtown,GDP_Growth_YoY_pct,2.77
2023-02-01,Midtown,GDP_Growth_YoY_pct,2.78
2023-03-01,Midtown,GDP_Growth_YoY_pct,2.86
2023-04-01,Midtown,GDP_Growth_YoY_pct,2.9
2023-05-01,Midtown,GDP_Growth_YoY_pct,2.91
2023-06-01,Midtown,GDP_Growth_YoY_pct,2.9
2023-07-01,Midtown,GDP_Growth_YoY_pct,2.92
2023-08-01,Midtown,GDP_Growth_YoY_pct,2.92
2023-09-01,Midtown,GDP_Growth_YoY_pct,2.93
2023-10-01,Midtown,GDP_Growth_YoY_pct,2.97
2023-11-01,Midtown,GDP_Growth_YoY_pct,2.96
2023-12-01,Midtown,GDP_Growth_YoY_pct,2.98
2024-01-01,Midtown,GDP_Growth_YoY_pct,3.01
2024-02-01,Midtown,GDP_Growth_YoY_pct,3.0
2024-03-01,Midtown,GDP_Growth_YoY_pct,2.98
2024-04-01,Midtown,GDP_Growth_YoY_pct,2.98
2024-05-01,Midtown,GDP_Growth_YoY_pct,2.97
2024-06-01,Midtown,GDP_Growth_YoY_pct,3.01
2024-07-01,Midtown,GDP_Growth_YoY_pct,2.99
2024-08-01,Midtown,GDP_Growth_YoY_pct,2.99
2024-09-01,Midtown,GDP_Growth_YoY_pct,3.07
2024-10-01,Midtown,GDP_Growth_YoY_pct,3.09
2024-11-01,Midtown,GDP_Growth_YoY_pct,3.11
2024-12-01,Midtown,GDP_Growth_YoY_pct,3.15
2025-01-01,Midtown,GDP_Growth_YoY_pct,3.15
2025-02-01,Midtown,GDP_Growth_YoY_pct,3.12
2025-03-01,Midtown,GDP_Growth_YoY_pct,3.13
2025-04-01,Midtown,GDP_Growth_YoY_pct,3.14
2025-05-01,Midtown,GDP_Growth_YoY_pct,3.1
2025-06-01,Midtown,GDP_Growth_YoY_pct,3.11
2025-07-01,Midtown,GDP_Growth_YoY_pct,3.15
2025-08-01,Midtown,GDP_Growth_YoY_pct,3.13
2018-01-01,Midtown,Unemployment_Rate_pct,6.05
2018-02-01,Midtown,Unemployment_Rate_pct,6.06
2018-03-01,Midtown,Unemployment_Rate_pct,6.06
2018-04-01,Midtown,Unemployment_Rate_pct,6.07
2018-05-01,Midtown,Unemployment_Rate_pct,6.05
2018-06-01,Midtown,Unemployment_Rate_pct,6.02
2018-07-01,Midtown,Unemployment_Rate_pct,5.99
2018-08-01,Midtown,Unemployment_Rate_pct,5.97
2018-09-01,Midtown,Unemployment_Rate_pct,5.96
2018-10-01,Midtown,Unemployment_Rate_pct,5.97
2018-11-01,Midtown,Unemployment_Rate_pct,5.93
2018-12-01,Midtown,Unemployment_Rate_pct,5.92
2019-01-01,Midtown,Unemployment_Rate_pct,5.89
2019-02-01,Midtown,Unemployment_Rate_pct,5.86
2019-03-01,Midtown,Unemployment_Rate_pct,5.86
2019-04-01,Midtown,Unemployment_Rate_pct,5.82
2019-05-01,Midtown,Unemployment_Rate_pct,5.83
2019-06-01,Midtown,Unemployment_Rate_pct,5.79
2019-07-01,Midtown,Unemployment_Rate_pct,5.79
2019-08-01,Midtown,Unemployment_Rate_pct,5.74
2019-09-01,Midtown,Unemployment_Rate_pct,5.72
2019-10-01,Midtown,Unemployment_Rate_pct,5.76
2019-11-01,Midtown,Unemployment_Rate_pct,5.79
2019-12-01,Midtown,Unemployment_Rate_pct,5.77
2020-01-01,Midtown,Unemployment_Rate_pct,5.77
2020-02-01,Midtown,Unemployment_Rate_pct,5.79
2020-03-01,Midtown,Unemployment_Rate_pct,5.79
2020-04-01,Midtown,Unemployment_Rate_pct,5.78
2020-05-01,Midtown,Unemployment_Rate_pct,5.75
2020-06-01,Midtown,Unemployment_Rate_pct,5.76
2020-07-01,Midtown,Unemployment_Rate_pct,5.78
2020-08-01,Midtown,Unemployment_Rate_pct,5.81
2020-09-01,Midtown,Unemployment_Rate_pct,5.76
2020-10-01,Midtown,Unemployment_Rate_pct,5.72
2020-11-01,Midtown,Unemployment_Rate_pct,5.74
2020-12-01,Midtown,Unemployment_Rate_pct,5.69
2021-01-01,Midtown,Unemployment_Rate_pct,5.71
2021-02-01,Midtown,Unemployment_Rate_pct,5.69
2021-03-01,Midtown,Unemployment_Rate_pct,5.67
2021-04-01,Midtown,Unemployment_Rate_pct,5.66
2021-05-01,Midtown,Unemployment_Rate_pct,5.62
2021-06-01,Midtown,Unemployment_Rate_pct,5.63
2021-07-01,Midtown,Unemployment_Rate_pct,5.66
2021-08-01,Midtown,Unemployment_Rate_pct,5.67
2021-09-01,Midtown,Unemployment_Rate_pct,5.66
2021-10-01,Midtown,Unemployment_Rate_pct,5.61
2021-11-01,Midtown,Unemployment_Rate_pct,5.56
2021-12-01,Midtown,Unemployment_Rate_pct,5.52
2022-01-01,Midtown,Unemployment_Rate_pct,5.51
2022-02-01,Midtown,Unemployment_Rate_pct,5.5
2022-03-01,Midtown,Unemployment_Rate_pct,5.51
2022-04-01,Midtown,Unemployment_Rate_pct,5.46
2022-05-01,Midtown,Unemployment_Rate_pct,5.48
2022-06-01,Midtown,Unemployment_Rate_pct,5.49
2022-07-01,Midtown,Unemployment_Rate_pct,5.47
2022-08-01,Midtown,Unemployment_Rate_pct,5.43
2022-09-01,Midtown,Unemployment_Rate_pct,5.45
2022-10-01,Midtown,Unemployment_Rate_pct,5.43
2022-11-01,Midtown,Unemployment_Rate_pct,5.42
2022-12-01,Midtown,Unemployment_Rate_pct,5.42
2023-01-01,Midtown,Unemployment_Rate_pct,5.39
2023-02-01,Midtown,Unemployment_Rate_pct,5.37
2023-03-01,Midtown,Unemployment_Rate_pct,5.38
2023-04-01,Midtown,Unemployment_Rate_pct,5.39
2023-05-01,Midtown,Unemployment_Rate_pct,5.4
2023-06-01,Midtown,Unemployment_Rate_pct,5.36
2023-07-01,Midtown,Unemployment_Rate_pct,5.34
2023-08-01,Midtown,Unemployment_Rate_pct,5.32
2023-09-01,Midtown,Unemployment_Rate_pct,5.32
2023-10-01,Midtown,Unemployment_Rate_pct,5.32
2023-11-01,Midtown,Unemployment_Rate_pct,5.32
2023-12-01,Midtown,Unemployment_Rate_pct,5.37
2024-01-01,Midtown,Unemployment_Rate_pct,5.35
2024-02-01,Midtown,Unemployment_Rate_pct,5.33
2024-03-01,Midtown,Unemployment_Rate_pct,5.29
2024-04-01,Midtown,Unemployment_Rate_pct,5.24
2024-05-01,Midtown,Unemployment_Rate_pct,5.2
2024-06-01,Midtown,Unemployment_Rate_pct,5.17
2024-07-01,Midtown,Unemployment_Rate_pct,5.2
2024-08-01,Midtown,Unemployment_Rate_pct,5.19
2024-09-01,Midtown,Unemployment_Rate_pct,5.18
2024-10-01,Midtown,Unemployment_Rate_pct,5.17
2024-11-01,Midtown,Unemployment_Rate_pct,5.17
2024-12-01,Midtown,Unemployment_Rate_pct,5.19
2025-01-01,Midtown,Unemployment_Rate_pct,5.13
2025-02-01,Midtown,Unemployment_Rate_pct,5.15
2025-03-01,Midtown,Unemployment_Rate_pct,5.08
2025-04-01,Midtown,Unemployment_Rate_pct,5.07
2025-05-01,Midtown,Unemployment_Rate_pct,5.11
2025-06-01,Midtown,Unemployment_Rate_pct,5.12
2025-07-01,Midtown,Unemployment_Rate_pct,5.12
2025-08-01,Midtown,Unemployment_Rate_pct,5.16
2018-01-01,Midtown,Median_Household_Income_USD,58337.45
2018-02-01,Midtown,Median_Household_Income_USD,58362.32
2018-03-01,Midtown,Median_Household_Income_USD,58389.36
2018-04-01,Midtown,Median_Household_Income_USD,58399.88
2018-05-01,Midtown,Median_Household_Income_USD,58411.73
2018-06-01,Midtown,Median_Household_Income_USD,58421.93
2018-07-01,Midtown,Median_Household_Income_USD,58441.6
2018-08-01,Midtown,Median_Household_Income_USD,58468.16
2018-09-01,Midtown,Median_Household_Income_USD,58488.37
2018-10-01,Midtown,Median_Household_Income_USD,58517.37
2018-11-01,Midtown,Median_Household_Income_USD,58506.19
2018-12-01,Midtown,Median_Household_Income_USD,58521.28
2019-01-01,Midtown,Median_Household_Income_USD,58524.29
2019-02-01,Midtown,Median_Household_Income_USD,58547.17
2019-03-01,Midtown,Median_Household_Income_USD,58569.84
2019-04-01,Midtown,Median_Household_Income_USD,58586.46
2019-05-01,Midtown,Median_Household_Income_USD,58612.48
2019-06-01,Midtown,Median_Household_Income_USD,58645.81
2019-07-01,Midtown,Median_Household_Income_USD,58663.26
2019-08-01,Midtown,Median_Household_Income_USD,58665.84
2019-09-01,Midtown,Median_Household_Income_USD,58660.48
2019-10-01,Midtown,Median_Household_Income_USD,58679.39
2019-11-01,Midtown,Median_Household_Income_USD,58701.37
2019-12-01,Midtown,Median_Household_Income_USD,58705.19
2020-01-01,Midtown,Median_Household_Income_USD,58734.44
2020-02-01,Midtown,Median_Household_Income_USD,58745.91
2020-03-01,Midtown,Median_Household_Income_USD,58739.43
2020-04-01,Midtown,Median_Household_Income_USD,58776.63
2020-05-01,Midtown,Median_Household_Income_USD,58812.15
2020-06-01,Midtown,Median_Household_Income_USD,58800.28
2020-07-01,Midtown,Median_Household_Income_USD,58810.2
2020-08-01,Midtown,Median_Household_Income_USD,58819.54
2020-09-01,Midtown,Median_Household_Income_USD,58862.49
2020-10-01,Midtown,Median_Household_Income_USD,58879.36
2020-11-01,Midtown,Median_Household_Income_USD,58875.28
2020-12-01,Midtown,Median_Household_Income_USD,58906.87
2021-01-01,Midtown,Median_Household_Income_USD,58906.77
2021-02-01,Midtown,Median_Household_Income_USD,58921.23
2021-03-01,Midtown,Median_Household_Income_USD,58928.04
2021-04-01,Midtown,Median_Household_Income_USD,58937.99
2021-05-01,Midtown,Median_Household_Income_USD,58970.41
2021-06-01,Midtown,Median_Household_Income_USD,59011.59
2021-07-01,Midtown,Median_Household_Income_USD,59010.84
2021-08-01,Midtown,Median_Household_Income_USD,59038.59
2021-09-01,Midtown,Median_Household_Income_USD,59045.96
2021-10-01,Midtown,Median_Household_Income_USD,59053.79
2021-11-01,Midtown,Median_Household_Income_USD,59079.51
2021-12-01,Midtown,Median_Household_Income_USD,59082.45
2022-01-01,Midtown,Median_Household_Income_USD,59107.87
2022-02-01,Midtown,Median_Household_Income_USD,59137.18
2022-03-01,Midtown,Median_Household_Income_USD,59149.05
2022-04-01,Midtown,Median_Household_Income_USD,59187.32
2022-05-01,Midtown,Median_Household_Income_USD,59186.59
2022-06-01,Midtown,Median_Household_Income_USD,59225.13
2022-07-01,Midtown,Median_Household_Income_USD,59214.33
2022-08-01,Midtown,Median_Household_Income_USD,59273.18
2022-09-01,Midtown,Median_Household_Income_USD,59285.45
2022-10-01,Midtown,Median_Household_Income_USD,59286.38
2022-11-01,Midtown,Median_Household_Income_USD,59301.25
2022-12-01,Midtown,Median_Household_Income_USD,59303.91
2023-01-01,Midtown,Median_Household_Income_USD,59328.07
2023-02-01,Midtown,Median_Household_Income_USD,59366.95
2023-03-01,Midtown,Median_Household_Income_USD,59370.41
2023-04-01,Midtown,Median_Household_Income_USD,59397.46
2023-05-01,Midtown,Median_Household_Income_USD,59392.83
2023-06-01,Midtown,Median_Household_Income_USD,59426.68
2023-07-01,Midtown,Median_Household_Income_USD,59451.29
2023-08-01,Midtown,Median_Household_Income_USD,59485.79
2023-09-01,Midtown,Median_Household_Income_USD,59502.31
2023-10-01,Midtown,Median_Household_Income_USD,59514.15
2023-11-01,Midtown,Median_Household_Income_USD,59544.75
2023-12-01,Midtown,Median_Household_Income_USD,59543.49
2024-01-01,Midtown,Median_Household_Income_USD,59535.7
2024-02-01,Midtown,Median_Household_Income_USD,59553.99
2024-03-01,Midtown,Median_Household_Income_USD,59566.51
2024-04-01,Midtown,Median_Household_Income_USD,59593.17
2024-05-01,Midtown,Median_Household_Income_USD,59627.91
2024-06-01,Midtown,Median_Household_Income_USD,59654.26
2024-07-01,Midtown,Median_Household_Income_USD,59687.8
2024-08-01,Midtown,Median_Household_Income_USD,59710.98
2024-09-01,Midtown,Median_Household_Income_USD,59736.75
2024-10-01,Midtown,Median_Household_Income_USD,59753.36
2024-11-01,Midtown,Median_Household_Income_USD,59778.7
2024-12-01,Midtown,Median_Household_Income_USD,59799.56
2025-01-01,Midtown,Median_Household_Income_USD,59822.8
2025-02-01,Midtown,Median_Household_Income_USD,59838.66
2025-03-01,Midtown,Median_Household_Income_USD,59869.15
2025-04-01,Midtown,Median_Household_Income_USD,59876.85
2025-05-01,Midtown,Median_Household_Income_USD,59894.94
2025-06-01,Midtown,Median_Household_Income_USD,59932.98
2025-07-01,Midtown,Median_Household_Income_USD,59937.11
2025-08-01,Midtown,Median_Household_Income_USD,59923.04
2018-01-01,Midtown,New_Business_Applications,402.95
2018-02-01,Midtown,New_Business_Applications,403.38
2018-03-01,Midtown,New_Business_Applications,405.71
2018-04-01,Midtown,New_Business_Applications,406.33
2018-05-01,Midtown,New_Business_Applications,406.24
2018-06-01,Midtown,New_Business_Applications,406.94
2018-07-01,Midtown,New_Business_Applications,409.4
2018-08-01,Midtown,New_Business_Applications,411.08
2018-09-01,Midtown,New_Business_Applications,408.24
2018-10-01,Midtown,New_Business_Applications,409.34
2018-11-01,Midtown,New_Business_Applications,410.51
2018-12-01,Midtown,New_Business_Applications,411.3
2019-01-01,Midtown,New_Business_Applications,411.2
2019-02-01,Midtown,New_Business_Applications,413.8
2019-03-01,Midtown,New_Business_Applications,416.49
2019-04-01,Midtown,New_Business_Applications,414.0
2019-05-01,Midtown,New_Business_Applications,413.62
2019-06-01,Midtown,New_Business_Applications,414.22
2019-07-01,Midtown,New_Business_Applications,416.45
2019-08-01,Midtown,New_Business_Applications,417.32
2019-09-01,Midtown,New_Business_Applications,417.11
2019-10-01,Midtown,New_Business_Applications,418.99
2019-11-01,Midtown,New_Business_Applications,419.49
2019-12-01,Midtown,New_Business_Applications,420.13
2020-01-01,Midtown,New_Business_Applications,420.91
2020-02-01,Midtown,New_Business_Applications,422.59
2020-03-01,Midtown,New_Business_Applications,422.94
2020-04-01,Midtown,New_Business_Applications,424.79
2020-05-01,Midtown,New_Business_Applications,425.49
2020-06-01,Midtown,New_Business_Applications,424.71
2020-07-01,Midtown,New_Business_Applications,425.47
2020-08-01,Midtown,New_Business_Applications,424.76
2020-09-01,Midtown,New_Business_Applications,425.64
2020-10-01,Midtown,New_Business_Applications,427.7
2020-11-01,Midtown,New_Business_Applications,426.9
2020-12-01,Midtown,New_Business_Applications,428.27
2021-01-01,Midtown,New_Business_Applications,427.84
2021-02-01,Midtown,New_Business_Applications,428.96
2021-03-01,Midtown,New_Business_Applications,431.06
2021-04-01,Midtown,New_Business_Applications,428.69
2021-05-01,Midtown,New_Business_Applications,427.83
2021-06-01,Midtown,New_Business_Applications,428.09
2021-07-01,Midtown,New_Business_Applications,429.38
2021-08-01,Midtown,New_Business_Applications,429.95
2021-09-01,Midtown,New_Business_Applications,430.69
2021-10-01,Midtown,New_Business_Applications,434.58
2021-11-01,Midtown,New_Business_Applications,433.57
2021-12-01,Midtown,New_Business_Applications,436.09
2022-01-01,Midtown,New_Business_Applications,436.38
2022-02-01,Midtown,New_Business_Applications,438.02
2022-03-01,Midtown,New_Business_Applications,442.03
2022-04-01,Midtown,New_Business_Applications,443.88
2022-05-01,Midtown,New_Business_Applications,445.26
2022-06-01,Midtown,New_Business_Applications,448.47
2022-07-01,Midtown,New_Business_Applications,450.97
2022-08-01,Midtown,New_Business_Applications,450.59
2022-09-01,Midtown,New_Business_Applications,451.85
2022-10-01,Midtown,New_Business_Applications,450.09
2022-11-01,Midtown,New_Business_Applications,450.09
2022-12-01,Midtown,New_Business_Applications,451.38
2023-01-01,Midtown,New_Business_Applications,451.29
2023-02-01,Midtown,New_Business_Applications,452.52
2023-03-01,Midtown,New_Business_Applications,453.32
2023-04-01,Midtown,New_Business_Applications,454.94
2023-05-01,Midtown,New_Business_Applications,455.12
2023-06-01,Midtown,New_Business_Applications,454.52
2023-07-01,Midtown,New_Business_Applications,457.56
2023-08-01,Midtown,New_Business_Applications,457.63
2023-09-01,Midtown,New_Business_Applications,459.43
2023-10-01,Midtown,New_Business_Applications,462.4
2023-11-01,Midtown,New_Business_Applications,463.46
2023-12-01,Midtown,New_Business_Applications,462.99
2024-01-01,Midtown,New_Business_Applications,463.54
2024-02-01,Midtown,New_Business_Applications,465.88
2024-03-01,Midtown,New_Business_Applications,467.01
2024-04-01,Midtown,New_Business_Applications,466.02
2024-05-01,Midtown,New_Business_Applications,467.73
2024-06-01,Midtown,New_Business_Applications,469.7
2024-07-01,Midtown,New_Business_Applications,469.98
2024-08-01,Midtown,New_Business_Applications,471.71
2024-09-01,Midtown,New_Business_Applications,472.9
2024-10-01,Midtown,New_Business_Applications,473.42
2024-11-01,Midtown,New_Business_Applications,472.29
2024-12-01,Midtown,New_Business_Applications,474.73
2025-01-01,Midtown,New_Business_Applications,476.68
2025-02-01,Midtown,New_Business_Applications,478.37
2025-03-01,Midtown,New_Business_Applications,481.51
2025-04-01,Midtown,New_Business_Applications,483.74
2025-05-01,Midtown,New_Business_Applications,485.59
2025-06-01,Midtown,New_Business_Applications,483.08
2025-07-01,Midtown,New_Business_Applications,485.69
2025-08-01,Midtown,New_Business_Applications,486.63
2018-01-01,Midtown,Housing_Permits,322.31
2018-02-01,Midtown,Housing_Permits,323.22
2018-03-01,Midtown,Housing_Permits,324.7
2018-04-01,Midtown,Housing_Permits,326.61
2018-05-01,Midtown,Housing_Permits,327.91
2018-06-01,Midtown,Housing_Permits,329.02
2018-07-01,Midtown,Housing_Permits,329.82
2018-08-01,Midtown,Housing_Permits,326.14
2018-09-01,Midtown,Housing_Permits,326.29
2018-10-01,Midtown,Housing_Permits,325.62
2018-11-01,Midtown,Housing_Permits,327.64
